free sulfur dioxide,total sulfur dioxide,density,alcohol,quality
23.0,44.0,0.99656,11.1,6
14.0,45.0,0.99336,11.0,5
48.0,82.0,1.00242,8.8,5
16.0,89.0,0.99182,13.566666666666698,7
48.0,82.0,1.00242,8.8,5
16.0,89.0,0.99182,13.6,7
3.0,14.0,0.99808,10.2,3
10.0,22.0,0.99828,10.6,5
6.0,13.0,0.99498,10.1,4
10.0,22.0,0.99828,10.6,5
3.0,9.0,0.99719,10.3,4
6.0,12.0,0.99542,10.7,5
4.0,11.0,0.99592,10.9,4
8.0,25.0,0.99606,9.7,5
9.0,23.0,0.99546,10.3,5
9.0,17.0,0.99496,10.6,5
5.0,13.0,0.9942,11.4,5
4.0,11.0,0.99448,10.8,6
8.0,18.0,0.99344,12.4,6
5.0,13.0,0.9942,11.4,5
6.0,18.0,0.99348,11.95,5
23.0,147.0,0.99636,9.7,5
15.0,28.0,0.99459,10.0,7
15.0,28.0,0.99492,10.6,6
23.0,147.0,0.99636,9.7,5
7.0,16.0,0.99508,11.5,6
7.0,13.0,0.99582,10.8,6
7.0,16.0,0.99508,11.5,6
8.0,15.0,0.99508,9.6,5
21.0,64.0,0.99642,9.4,5
15.0,60.0,0.99638,9.8,5
6.0,14.0,0.99555,11.0,6
5.0,12.0,0.99605,11.4,6
6.0,12.0,0.996,9.95,3
6.0,14.0,0.99562,10.8,6
5.0,12.0,0.99605,11.4,6
17.0,25.0,0.99814,10.6,6
7.0,20.0,0.9941,11.1,5
26.0,48.0,0.99661,9.7,6
19.0,27.0,0.99712,9.8,5
11.0,17.0,0.99588,10.4,6
17.0,65.0,0.99294,10.5,6
16.0,65.0,0.99842,9.23333333333333,6
16.0,65.0,0.99842,9.25,6
23.0,58.0,0.99633,10.6,5
29.0,44.0,0.99489,10.3,6
7.0,20.0,0.99647,10.5,5
14.0,27.0,0.99665,10.2,5
29.0,44.0,0.99489,10.3,6
9.0,23.0,0.99585,9.05,4
23.0,58.0,0.99633,10.6,5
29.0,61.0,0.9953,10.4,5
22.0,47.0,0.99522,10.0,6
18.0,34.0,0.99552,9.7,5
18.0,38.0,0.99553,9.6,6
15.0,24.0,0.9951,10.8,6
21.0,59.0,0.99714,10.1,6
42.0,52.0,0.99608,10.2,6
9.0,18.0,0.99444,11.3,6
13.0,28.0,0.99631,10.2,5
18.0,22.0,0.99573,9.9,6
32.0,84.0,0.99717,9.0,5
13.0,29.0,0.99397,11.7,7
15.0,35.0,0.9959,9.7,6
24.0,45.0,0.99528,10.3,6
20.0,31.0,0.99484,10.2,6
15.0,26.0,0.99538,12.0,5
34.0,60.0,0.99714,9.9,5
11.0,32.0,0.99646,11.6,6
19.0,49.0,0.99666,10.9,7
29.0,38.0,0.99472,10.75,6
14.0,19.0,0.99758,10.4,6
12.0,19.0,0.9955,11.2,7
16.0,28.0,0.99531,10.1,6
17.0,26.0,0.99575,10.2,5
12.0,26.0,0.99306,12.1,5
19.0,50.0,0.99783,10.4,5
17.0,24.0,0.99419,11.4,8
17.0,26.0,0.99783,9.5,5
18.0,27.0,0.99768,9.4,5
32.0,54.0,0.99586,11.3,6
18.0,28.0,0.99765,9.4,5
15.0,23.0,0.99627,11.0,6
15.0,24.0,0.99514,10.55,7
12.0,20.0,0.99636,9.9,5
15.0,23.0,0.99627,11.0,6
66.0,115.0,0.99787,9.5,5
31.0,131.0,0.99622,9.9,5
31.0,131.0,0.99622,9.9,5
31.0,131.0,0.99622,9.9,5
12.0,20.0,0.99546,10.1,5
12.0,20.0,0.99546,10.1,5
12.0,20.0,0.99546,10.1,5
26.0,42.0,0.99489,10.9,6
24.0,52.0,0.99494,11.2,6
12.0,20.0,0.99546,10.1,5
25.0,42.0,0.99629,9.2,5
15.0,34.0,0.99396,11.5,6
19.0,35.0,0.9934,12.4,6
15.0,25.0,0.99514,11.1,6
35.0,104.0,0.99632,9.5,5
15.0,50.0,0.99467,12.5,6
23.0,92.0,0.99677,10.5,6
12.0,20.0,0.99474,11.8,6
16.0,29.0,0.99588,10.8,6
13.0,27.0,0.99622,11.9,6
13.0,20.0,0.9954,11.3,6
24.0,32.0,0.99402,11.3,5
9.0,26.0,0.9947,11.9,6
24.0,32.0,0.99402,11.3,5
13.0,27.0,0.99362,11.9,5
32.0,98.0,0.99578,9.8,5
24.0,34.0,0.99484,11.6,7
22.0,48.0,0.99494,11.5,6
34.0,60.0,0.99492,11.4,6
18.0,28.0,0.99483,10.9,6
34.0,102.0,0.99414,12.8,6
29.0,79.0,0.9977,9.2,5
26.0,35.0,0.99314,11.6,6
16.0,26.0,0.99402,11.6,6
29.0,40.0,0.99574,11.0,6
28.0,38.0,0.99651,9.5,6
32.0,44.0,0.9949,10.5,5
39.0,51.0,0.99512,11.2,6
29.0,40.0,0.99574,11.0,6
32.0,44.0,0.99547,10.2,5
18.0,42.0,0.99549,11.0,6
